"ID";"Title";"Entity";"Opening date";"Priority";"Last update";"Last edit by";"Status";"Type";"Requester - Requester";"Category";"Assigned to - Technician";"Assigned to - Technician group";"Approval - Approver";"Satisfaction survey - Satisfaction";"SLA - SLA Time to own";"Resolution date";"Tasks - Description";"Cost - Total cost";"SLA - SLA Time to resolve";"Time to resolve";"Tasks - Category";"Total duration";"Closing date";"Time to resolve + Progress";"Time to resolve exceeded";"Urgency";"Impact";"Time to own"
"221661";"ad-cldn: Microsoft Entra Connect Sync Service is not running – You have an important alert from Microsoft Entra ID";"Root > Workplace > CLDN";"2023-12-13 17:25:53";"3";"2023-12-26 09:30:01";"navw";"6";"1";"1160";"Compliance";"983";"ECS_I_Support_Workplace";"";"";"Standard_Request_Plus";"2023-12-14 10:14:32";"";"";"";"";"";"0";"2023-12-26 09:30:01";"";"0";"3";"3";"2023-12-15 18:00:00"
"221663";"ad-cldn: Password Hash Synchronization heartbeat was skipped in last 120 minutes. – You have an important alert from Microsoft Entra ID";"Root > Workplace > CLDN";"2023-12-13 20:32:31";"3";"2023-12-26 09:30:01";"navw";"6";"1";"['1160', '2251']";"Compliance";"['983', '2019']";"ECS_I_Support_Workplace";"";"";"Standard_Request_Plus";"2023-12-14 15:52:11";"";"";"";"";"";"0";"2023-12-26 09:30:01";"";"0";"3";"3";"2023-12-15 18:00:00"
"221693";"[Resolved] ad-cldn: Microsoft Entra Connect Sync Service is not running - You have an important message from the Microsoft Entra ID";"Root > Workplace > CLDN";"2023-12-14 10:11:04";"3";"2023-12-26 09:30:01";"navw";"6";"1";"['1160', '2251']";"Compliance";"['983', '2019']";"ECS_I_Support_Workplace";"";"";"Standard_Request_Plus";"2023-12-14 15:51:30";"";"";"";"";"";"0";"2023-12-26 09:30:01";"";"0";"3";"3";"2023-12-18 18:00:00"
"221695";"Impossible de créer une réunion TEAMS";"Root > Workplace > Loyco";"2023-12-14 10:19:14";"3";"2023-12-26 09:30:01";"frem";"6";"1";"";"Office 365 > Exchange > Outlook Desktop";"2019";"ECS_I_Support_Workplace";"";"";"";"2023-12-14 11:01:13";"&#60;p&#62;call + mail &#60;/p&#62;
&#60;p&#62;outlook à désactivé l'extension teams - j'ai activé l'extension teams&#60;/p&#62;";"";"";"";"";"1800";"2023-12-26 09:30:01";"";"0";"3";"3";""
"221781";"Problème de disparition du folder pannel dans Outlook";"Root > Workplace > ISU";"2023-12-15 09:01:04";"3";"2023-12-26 09:30:01";"dhne";"6";"1";"958";"Office 365 > Exchange > Outlook Desktop";"2287";"ECS_I_Support_Workplace";"";"";"";"2023-12-15 09:11:54";"&#60;p&#62;Le pannel était simplement détaché.&#60;/p&#62;";"";"";"";"";"900";"2023-12-26 09:30:01";"";"0";"3";"3";""
"221785";"Problème de batterie.";"Root > Workplace > ISU";"2023-12-15 09:15:48";"3";"2023-12-26 09:30:01";"navw";"6";"1";"958";"Hardware > Laptop";"2287";"ECS_I_Support_Workplace";"";"";"";"2023-12-15 09:19:48";"&#60;p&#62;La batterie ne dépasse pas 30% de charge sur secteur même après des heures de charges.&#60;/p&#62;";"";"";"";"";"900";"2023-12-26 09:30:01";"";"0";"3";"3";""
"221418";"Cannot access to a Windows Virtual Machine anymore";"Root > Workplace > Taurus Workplace";"2023-12-11 11:49:07";"3";"2023-12-26 09:05:27";"laurent@taurushq.com";"6";"2";"1652";"Company Applications";"";"ECS_I_Support_Workplace";"['1347', '2144', '2169']";"";"";"2023-12-25 12:00:01";"['&#60;p&#62;Still pending for approval&#60;/p&#62;', '&#60;p&#62;Still not approved.&#60;/p&#62;', '&#60;p&#62;When approved, please check with the user more details on how they used to connect into it.&#60;/p&#62;\r\n&#60;p&#62;It\'s possible that the VM was before handover and never mentionned during the migration process.&#60;/p&#62;\r\n&#60;p&#62;\xa0&#60;/p&#62;\r\n&#60;p&#62;&#60;a href=""/glpi/front/document.send.php?docid=82163&#38;itemtype=Ticket&#38;items_id=221418"" target=""_blank"" &#62;&#60;img alt=""18371655-b2d8e96f-6577076b24bb60.61004268"" width=""810"" src=""/glpi/front/document.send.php?docid=82163&#38;itemtype=Ticket&#38;items_id=221418"" /&#62;&#60;/a&#62;&#60;/p&#62;']";"";"";"";"";"1500";"2023-12-26 09:05:27";"";"0";"3";"3";""
"219584";"Départ Loycomate - Hardware  : Tissot -  14-11-2023    ";"Root > Workplace > Loyco";"2023-11-15 11:59:39";"2";"2023-12-25 09:30:01";"dhne";"6";"2";"1946";"User Management > Offboarding";"2287";"ECS_I_Support_Workplace";"";"";"Silver_Standard-Request";"2023-12-13 16:26:13";"[""&#60;p&#62;Docking station mise à jour dans l'asset.&#60;/p&#62;"", '&#60;p&#62;To be closed&#60;/p&#62;\r\n&#60;p&#62;\xa0&#60;/p&#62;\r\n&#60;p&#62;https://confluence.svc.elca.ch/display/ECSWORKPLACESUPPORT/Laptops+Assets+updates&#60;/p&#62;', '&#60;p&#62;&#60;span contenteditable=""false"" data-user-mention=""true"" data-user-id=""2019""&#62;@FREITAS Miguel (2019)&#60;/span&#62;\xa0 Bump&#60;/p&#62;', '&#60;p&#62;&#60;span contenteditable=""false"" data-user-mention=""true"" data-user-id=""2287""&#62;@DAHANE Abdelali (2287)&#60;/span&#62; &#60;span contenteditable=""false"" data-user-mention=""true"" data-user-id=""1961""&#62;@NUNEZ David (1961)&#60;/span&#62;\xa0&#60;/p&#62;', '&#60;p&#62;La docking n’a pas encore été ramené par le collaborateur.&#60;/p&#62;\r\n&#60;p&#62;Sylvain demande de laisser le ticket ouvert en attendant\xa0&#60;/p&#62;', '&#60;p&#62;TEST + MAIL\xa0&#60;/p&#62;', '&#60;p&#62;actions + mail\xa0&#60;/p&#62;']";"";"";"";"";"4500";"2023-12-25 09:30:01";"";"0";"2";"3";"2023-11-17 18:00:00"
"221110";"Bonjour,   J’ai un souci, je n’arrive pas à utiliser les emails depuis";"Root > Workplace > Loyco";"2023-12-06 09:54:45";"3";"2023-12-25 09:30:01";"frem";"6";"1";"";"Apps > Brokin";"2019";"ECS_I_Support_Workplace";"";"";"";"2023-12-13 14:51:55";"[""&#60;p&#62;call + mail + test\xa0&#60;/p&#62;\r\n&#60;p&#62;on à testé le bon fonctionnement de l'application suite à la mise à jour déployé lundi soir&#60;/p&#62;"", '&#60;p&#62;mail\xa0&#60;/p&#62;', '&#60;p&#62;attendre demain car update ce soir\xa0&#60;/p&#62;\r\n&#60;p&#62;MAIL\xa0&#60;/p&#62;', '&#60;p&#62;&#60;a href=""https://helpdesk.elca-services.com/glpi/front/document.send.php?docid=82146&#38;amp;itemtype=Ticket&#38;amp;items_id=221110"" target=""_blank"" rel=""noopener""&#62;&#60;img src=""https://helpdesk.elca-services.com/glpi/front/document.send.php?docid=82146&#38;amp;itemtype=Ticket&#38;amp;items_id=221110"" alt=""18371655-b2d8e96f-6576e2f609e4d3.38248554"" width=""775""&#62;&#60;/a&#62;&#60;/p&#62;\r\n&#60;p&#62;première utilisation - d\'après l\'utilisatrice aude lui à dit que ça à déjà été paramétré brokin fm&#60;/p&#62;', '&#60;p&#62;call non joignable&#60;/p&#62;', '&#60;p&#62;022 552 49 62&#60;/p&#62;']";"";"";"";"";"6300";"2023-12-25 09:30:01";"";"0";"3";"3";""
"221263";"Support requested urgent";"Root > Workplace > ISU";"2023-12-08 08:42:56";"3";"2023-12-25 09:30:01";"frem";"6";"1";"970";"Compliance";"2019";"ECS_I_Support_Workplace";"";"";"";"2023-12-13 15:11:24";"&#60;p&#62;scan ok &#60;/p&#62;
&#60;p&#62;mail &#60;/p&#62;";"";"";"";"";"900";"2023-12-25 09:30:01";"";"0";"3";"3";""
"221387";"Message Virus";"Root > Workplace > ISU";"2023-12-11 09:09:07";"3";"2023-12-25 09:30:01";"navw";"6";"1";"966";"Compliance";"2287";"ECS_I_Support_Workplace";"";"";"";"2023-12-13 10:19:53";"[""&#60;p&#62;Fabrice m'a rappelé.&#60;/p&#62;"", '&#60;p&#62;Mail envoyé à David&#60;/p&#62;', '&#60;p&#62;Mail to client + procedure&#60;/p&#62;', '&#60;p&#62;MS Edge notifications to be erased!&#60;/p&#62;\r\n&#60;p&#62;&#60;br&#62;https://support.microsoft.com/fr-fr/microsoft-edge/g%C3%A9rer-les-notifications-de-site-web-dans-microsoft-edge-0c555609-5bf2-479d-a59d-fb30a0b80b2b&#60;/p&#62;\r\n&#60;p&#62;&#60;a href=""/glpi/front/document.send.php?docid=82131&#38;itemtype=Ticket&#38;items_id=221387"" target=""_blank"" &#62;&#60;img alt=""18371655-b2d8e96f-6576cf72de4851.30332502"" width=""605"" src=""/glpi/front/document.send.php?docid=82131&#38;itemtype=Ticket&#38;items_id=221387"" /&#62;&#60;/a&#62;&#60;/p&#62;']";"";"";"";"";"3000";"2023-12-25 09:30:01";"";"0";"3";"3";""
"221617";"Plantage connexion à distance";"Root > Workplace > Loyco";"2023-12-13 10:24:12";"3";"2023-12-25 09:30:01";"frem";"6";"1";"";"Apps";"";"ECS_I_Support_Workplace";"";"";"";"2023-12-14 08:56:58";"['&#60;p&#62;call + mail\xa0&#60;/p&#62;', '&#60;p&#62;Call + mail\xa0&#60;/p&#62;', ""&#60;p&#62;call avec l'utilisatrice\xa0&#60;/p&#62;\r\n&#60;p&#62;- incident récurrent\xa0&#60;/p&#62;\r\n&#60;p&#62;- résolu suite au démarrage du pc\xa0&#60;/p&#62;\r\n&#60;p&#62;- d'habitude la déconnexion reconnexion du remote desktop permet de résoudre l'incident\xa0&#60;/p&#62;\r\n&#60;p&#62;- l'utilisatrice va m'envoyer un screen shot\xa0 du message d'erreur\xa0&#60;/p&#62;""]";"";"";"";"";"5400";"2023-12-25 09:30:01";"";"0";"3";"3";""
"221607";"Tâches dans Outlook";"Root > Workplace > Loyco";"2023-12-13 09:00:46";"3";"2023-12-25 09:30:01";"frem";"6";"1";"1936";"Office 365 > Exchange > Outlook Desktop";"2019";"ECS_I_Support_Workplace";"";"";"";"2023-12-13 14:18:56";"&#60;p&#62;call + dépannage + mail &#60;/p&#62;
&#60;p&#62;les tâches ont ete déplacées vers l'archive online  &#60;/p&#62;
&#60;p&#62;&#60;a href=""/glpi/front/document.send.php?docid=82446&#38;itemtype=Ticket&#38;items_id=221607"" target=""_blank"" &#62;&#60;img alt=""18371655-b2d8e96f-6579ac654b9a79.57340253"" width=""1707"" src=""/glpi/front/document.send.php?docid=82446&#38;itemtype=Ticket&#38;items_id=221607"" /&#62;&#60;/a&#62;&#60;/p&#62;
&#60;p&#62; &#60;/p&#62;
&#60;p&#62;j'ai restauré les tâches &#60;/p&#62;";"";"";"";"";"1800";"2023-12-25 09:30:01";"";"0";"3";"3";""
"221651";"Shared Mailbox- music@isu.ch";"Root > Workplace > ISU";"2023-12-13 16:27:53";"4";"2023-12-25 09:30:01";"frem";"6";"2";"971";"Office 365 > Exchange > Shared Mailbox";"2019";"ECS_I_Support_Workplace";"";"";"";"2023-12-13 16:50:50";"&#60;p&#62;creation shared mail box + mail &#60;/p&#62;";"";"";"";"";"1800";"2023-12-25 09:30:01";"";"0";"3";"3";""
"221253";"Arrivée de monsieur Jeremy conrad-pickles ";"Root > Workplace > ISU";"2023-12-07 17:10:17";"3";"2023-12-22 09:30:02";"dhne";"6";"2";"";"User Management > Account";"['1961', '2287']";"ECS_I_Support_Workplace";"";"";"";"2023-12-12 15:22:53";"['&#60;p&#62;Compte créé.&#60;/p&#62;\r\n&#60;p&#62;License M365License_Business_Premium attribuée mais à vérifier.&#60;/p&#62;\r\n&#60;p&#62;Email envoyé au requester.&#60;/p&#62;', '&#60;p&#62;&#60;span contenteditable=""false"" data-user-mention=""true"" data-user-id=""2287""&#62;@DAHANE Abdelali (2287)&#60;/span&#62;\xa0 check with &#60;span contenteditable=""false"" data-user-mention=""true"" data-user-id=""1961""&#62;@NUNEZ David (1961)&#60;/span&#62;\xa0&#60;/p&#62;']";"";"";"";"";"1800";"2023-12-22 09:30:02";"";"0";"3";"3";""
"221386";"WEB AVS ne fonctionne pas / 11.12.2023";"Root > Workplace > CCIH > 51.3 - Genève";"2023-12-11 09:07:18";"4";"2023-12-22 09:30:02";"frem";"6";"1";"";"CCIH_Categories > WebAVS";"2019";"ECS_I_Support_Workplace";"";"";"Silver_P1";"2023-12-12 10:25:09";"['&#60;p&#62;mail\xa0&#60;/p&#62;', '&#60;p&#62;mail\xa0&#60;/p&#62;', ""&#60;p&#62;Call\xa0 l'incident semble provenir de globaz j'ai conseillé l'utilisatrice de contacter globaz en urgence&#60;/p&#62;\r\n&#60;p&#62;call + mail\xa0&#60;/p&#62;"", '&#60;p&#62;Call non joignable\xa0&#60;/p&#62;']";"";"";"";"";"4500";"2023-12-22 09:30:02";"";"0";"4";"3";"2023-12-11 11:07:18"
"221501";"RE: [Loyco #0218237] Ticket solved Ecran de laptop C1QR0T3 cassé";"Root > Workplace > Loyco";"2023-12-12 10:44:14";"3";"2023-12-22 09:30:02";"nund";"6";"1";"";"Hardware";"1961";"ECS_I_Support_Workplace";"";"";"";"2023-12-12 11:34:52";"";"";"";"";"";"0";"2023-12-22 09:30:02";"";"0";"3";"3";""
"221439";"Cache DNS à vider";"Root > Workplace > CCIH > 51.10 - La Chaux-de-Fonds";"2023-12-11 14:05:27";"5";"2023-12-22 09:30:02";"dhne";"6";"1";"1369";"CCIH_Categories > WebAVS";"2287";"ECS_I_Support_Workplace";"";"";"Silver_P1";"2023-12-12 09:38:26";"['&#60;p&#62;Julie nous confirme le bon fonctionnement des services.&#60;/p&#62;', ""&#60;p&#62;J'ai contacté Julie par téléphone,&#60;/p&#62;\r\n&#60;p&#62;Elle me dit qu'il n'y a personne pour tester et confirmer le bon fonctionnement.&#60;/p&#62;\r\n&#60;p&#62;Elle m'appelle demain matin pour confirmer.&#60;/p&#62;"", '&#60;p&#62;call + mail + dépannage\xa0&#60;/p&#62;', '&#60;p&#62;systemctl restart dnsmasq&#60;/p&#62;\r\n&#60;p&#62;Use:&#60;br&#62;systemctl restart systemd-resolved&#60;/p&#62;']";"";"";"";"";"10800";"2023-12-22 09:30:02";"";"0";"5";"3";"2023-12-11 16:05:27"
"221528";"Problème de sous dossiers Outlook absents";"Root > Workplace > Loyco";"2023-12-12 14:29:19";"3";"2023-12-22 09:30:02";"dhne";"6";"1";"1942";"Office 365 > Exchange > Outlook Desktop";"2287";"ECS_I_Support_Workplace";"";"";"Silver_P2";"2023-12-12 14:48:21";"&#60;p&#62;redémarrage d'outlook.&#60;/p&#62;";"";"";"";"";"900";"2023-12-22 09:30:02";"";"0";"3";"3";"2023-12-13 08:29:19"
"221544";"Outlook - accès à ""Other Contacts""";"Root > Workplace > ISU";"2023-12-12 16:13:42";"3";"2023-12-22 09:30:02";"frem";"6";"1";"";"User Management > Permissions";"2019";"ECS_I_Support_Workplace";"";"";"";"2023-12-12 16:44:30";"&#60;p&#62;délégation accés isu contacts + mail  &#60;/p&#62;";"";"";"";"";"1800";"2023-12-22 09:30:02";"";"0";"3";"3";""
"220678";"Envoi des mails via Brokin";"Root > Workplace > Loyco";"2023-11-30 11:23:25";"3";"2023-12-22 08:53:22";"maug";"6";"1";"";"Apps > Brokin";"";"ECS_I_Support_Workplace";"";"";"Silver_P2";"2023-12-22 08:53:22";"['&#60;p&#62;CALL + MAIL&#60;/p&#62;', ""&#60;p&#62;J'escalade ce ticket une policy à été mise en place vendredi par les l2&#60;/p&#62;"", '&#60;p&#62;MAIL + CALL\xa0&#60;/p&#62;']";"";"";"";"";"2700";"2023-12-22 08:53:22";"";"0";"3";"3";"2023-11-30 15:23:25"
"222187";"ajout compte mail theglobalfund";"Root > Workplace > Loyco";"2023-12-21 15:59:25";"3";"2023-12-21 16:01:38";"frem";"6";"1";"";"Office 365 > Exchange";"2019";"ECS_I_Support_Workplace";"";"";"Silver_P2";"2023-12-21 16:01:31";"&#60;p&#62;création ticket + mail + ajout compte mail &#60;/p&#62;";"";"";"";"";"3600";"2023-12-21 16:01:38";"";"0";"3";"3";"2023-12-22 09:59:25"
"220867";"accès email";"Root > Workplace > Loyco";"2023-12-01 16:57:39";"3";"2023-12-21 11:45:02";"dhne";"6";"1";"";"Office 365 > Exchange > Shared Mailbox";"2287";"ECS_I_Support_Workplace";"";"";"";"2023-12-08 13:20:49";"['&#60;p&#62;Instructions envoyées en follow-up.\xa0&#60;/p&#62;', '&#60;p class=""MsoNormal""&#62;&#60;span lang=""FR""&#62;Droits attribués à Edin Mlivic et Olivier Mettler&#60;/span&#62; sur la boite mail de Mr Olivier Tornare&#60;/p&#62;', '&#60;p&#62;Email&#60;/p&#62;']";"";"";"";"";"4500";"2023-12-20 09:30:01";"";"0";"3";"3";""
"219004";"Keepass - Mise à jour";"Root > Workplace > CCIH > 51.10 - La Chaux-de-Fonds";"2023-11-08 11:24:07";"2";"2023-12-21 09:30:01";"dhne";"6";"2";"1369";"CCIH_Categories > Application";"['2019', '2287']";"ECS_I_Support_Workplace";"";"";"Silver_Standard-Request";"2023-12-11 09:59:02";"['&#60;p&#62;&#60;span contenteditable=""false"" data-user-mention=""true"" data-user-id=""2287""&#62;@DAHANE Abdelali (2287)&#60;/span&#62;\xa0 To be closed.&#60;/p&#62;', '&#60;p&#62;Meeting prévu avec Nicolas et Miguel pour ce sujet.&#60;/p&#62;', '&#60;p&#62;&#60;span contenteditable=""false"" data-user-mention=""true"" data-user-id=""977""&#62;@ETIENNE Nicolas (977)&#60;/span&#62;\xa0&#60;/p&#62;', '&#60;p&#62;mail\xa0&#60;/p&#62;', '&#60;p&#62;&#60;span contenteditable=""false"" data-user-mention=""true"" data-user-id=""2287""&#62;@DAHANE Abdelali (2287)&#60;/span&#62; \xa0&#60;span contenteditable=""false"" data-user-mention=""true"" data-user-id=""2019""&#62;@FREITAS Miguel (2019)&#60;/span&#62;\xa0&#60;/p&#62;', '&#60;p&#62;Monday&#60;/p&#62;']";"";"";"";"";"6300";"2023-12-21 09:30:01";"";"0";"2";"3";"2023-11-10 18:00:00"
"220221";"Affichage écran";"Root > Workplace > CCIH > 51.3 - Genève";"2023-11-24 11:13:53";"3";"2023-12-21 09:30:01";"frem";"6";"1";"1364";"Hardware > Monitor";"2019";"ECS_I_Support_Workplace";"";"";"Silver_P2";"2023-12-11 09:56:09";"['&#60;p&#62;CALL + MAIL + intervention\xa0&#60;/p&#62;', '&#60;p&#62;&#60;span contenteditable=""false"" data-user-mention=""true"" data-user-id=""2019""&#62;@FREITAS Miguel (2019)&#60;/span&#62;\xa0&#60;/p&#62;', '&#60;p&#62;&#60;a href=""https://helpdesk.elca-services.com/glpi/front/document.send.php?docid=81213&#38;amp;itemtype=Ticket&#38;amp;items_id=220221"" target=""_blank"" rel=""noopener""&#62;&#60;img src=""https://helpdesk.elca-services.com/glpi/front/document.send.php?docid=81213&#38;amp;itemtype=Ticket&#38;amp;items_id=220221"" alt=""18371655-b2d8e96f-6564609e724fc6.97842708"" width=""1114""&#62;&#60;/a&#62;&#60;/p&#62;\r\n&#60;p&#62;call\xa0&#60;/p&#62;', '&#60;p&#62;call + mail\xa0&#60;/p&#62;']";"";"";"";"";"3600";"2023-12-21 09:30:01";"";"0";"3";"3";"2023-11-24 15:13:53"
"221037";"TR: Reporting 10/23";"Root > Workplace > Loyco";"2023-12-05 10:32:46";"3";"2023-12-21 09:30:01";"dhne";"6";"2";"1936";"Apps > WinEUR";"2287";"ECS_I_Support_Workplace";"";"";"Silver_Emergency-Request";"2023-12-12 09:20:38";"['&#60;p&#62;Mail privé contenant la procédure de connexion envoyé à Mr RUSHITI et en copie Mr Hauser.&#60;/p&#62;', '&#60;p&#62;Mail contenant le mot de passe réinitialisé de Mr HAUSER, envoyé à Mr RUSHITI.&#60;/p&#62;', '&#60;p&#62;Password has been reset&#60;/p&#62;']";"";"";"";"";"4500";"2023-12-21 09:30:01";"";"0";"3";"3";"2023-12-05 12:32:46"
"221416";"Affichage mail sous-dossier Outlook";"Root > Workplace > Loyco";"2023-12-11 11:42:38";"3";"2023-12-21 09:30:01";"frem";"6";"1";"";"Office 365 > Exchange > Outlook Desktop";"2019";"ECS_I_Support_Workplace";"";"";"";"2023-12-12 08:48:14";"&#60;p&#62;call + mail &#60;/p&#62;";"";"";"";"";"1800";"2023-12-21 09:30:01";"";"0";"3";"3";""
"222067";"Démarrage laptop - Ecran figé";"Root > Workplace > Loyco";"2023-12-20 10:51:32";"3";"2023-12-20 10:56:17";"frem";"6";"1";"1864";"Hardware > Laptop";"2019";"ECS_I_Support_Workplace";"";"";"Silver_P2";"2023-12-20 10:56:04";"&#60;p&#62;création ticket + call + mail &#60;/p&#62;";"";"";"";"";"1800";"2023-12-20 10:56:17";"";"0";"3";"3";"2023-12-20 14:51:32"
"221458";"Adobe PRO stopped working on some of the users workstations";"Root > Workplace > Taurus Workplace";"2023-12-11 15:49:20";"3";"2023-12-20 10:38:54";"jdr@taurushq.com";"6";"1";"1346";"Applications";"2287";"ECS_I_Support_Workplace";"";"";"Silver_P2";"2023-12-20 10:35:52";"[""&#60;p&#62;J'ai contacté Victor et désinstallé adobe reader de son poste.&#60;/p&#62;\r\n&#60;p&#62;puis installé adobe pro depuis le company portal&#60;/p&#62;\r\n&#60;p&#62;version : 23.3.20201.0&#60;/p&#62;"", '&#60;p class=""MsoNormal""&#62;Prise en main à distance sur le poste d’arnaud.&#60;/p&#62;\r\n&#60;p class=""MsoNormal""&#62;Il est en effet très lent et plante souvent, la barre de recherche ne fonctionne pas.&#60;/p&#62;\r\n&#60;p class=""MsoNormal""&#62;Message d’erreur à l’ouverture d’adobe reader.&#60;/p&#62;\r\n&#60;p class=""MsoNormal""&#62;Impossible d’installer adobe acrobat pro.&#60;/p&#62;\r\n&#60;p class=""MsoNormal""&#62;Désinstallation d’adobe reader depuis\xa0 ninite après un long moment d’attente.&#60;/p&#62;\r\n&#60;p class=""MsoNormal""&#62;Installation ok d’acrobat pro depuis le portail.&#60;/p&#62;', ""&#60;p&#62;J'ai eu Arnaud au téléphone,&#60;/p&#62;\r\n&#60;p&#62;Il était dans le train, et donc nous avons convenu d'un rdv le lundi 18 à 11h pour essayer de trouver une solution au problème adobe pro.&#60;/p&#62;"", ""&#60;p&#62;call with the droz johan il va envoyer le numéro de téléphone&#60;/p&#62;\r\n&#60;p&#62;- on à échangé sur la méthode actuel du traitement des tickets, le fait de ne pas avoir de numéro de téléphone est impactant pour la rapidité du traitement des tickets johan va remonter le point à ses responsables.&#60;/p&#62;\r\n&#60;p&#62;-\xa0 Ce point à déjà été abordé car les utilisateurs ne souhaitent pas fournir le numéro de téléphone .\xa0&#60;/p&#62;\r\n&#60;p&#62;- J'ai demandé si c'était possible d'ajouter le numéro de téléphone lors de la création du ticket, ce point sera abordé par johan.&#60;/p&#62;""]";"";"";"";"";"6300";"2023-12-20 10:38:54";"";"0";"3";"3";"2023-12-12 09:49:20"
"220924";"Nouvelle collaboratrice";"Root > Workplace > CCIH > 51.4 - Bienne";"2023-12-04 08:39:21";"3";"2023-12-20 09:30:01";"dhne";"6";"2";"1373";"User management";"2287";"ECS_I_Support_Workplace";"";"";"";"2023-12-08 17:17:55";"['&#60;p&#62;Droits en délégation attribués à Lou natalina.&#60;/p&#62;\r\n&#60;p&#62;Mot de passe réinitialisé.&#60;/p&#62;\r\n&#60;p&#62;Informations envoyées par mail.&#60;/p&#62;', '&#60;p&#62;Compte AD créé.&#60;/p&#62;\r\n&#60;p&#62;Ajout dans les groupes &#60;strong&#62;CCIH_Users et CCIH_Device.&#60;/strong&#62;&#60;/p&#62;']";"";"";"";"";"4500";"2023-12-20 09:30:01";"";"0";"3";"3";""
"221431";"[Taurus] Glpi asset update";"Root > Workplace > Taurus Workplace";"2023-12-11 13:37:11";"3";"2023-12-20 08:30:40";"navw";"6";"2";"2142";"Hardware > Laptop";"2287";"ECS_I_Support_Workplace";"";"";"";"2023-12-20 08:26:36";"['&#60;p&#62;GLPI mis à jour avec les laptops reçu.&#60;/p&#62;\r\n&#60;p&#62;Un laptop a été préparé pour le onboarding traité dans un autre ticket.&#60;/p&#62;\r\n&#60;p&#62;\xa0&#60;/p&#62;', '&#60;p class=""MsoNormal""&#62;Mail de OLOF 14 12 2023:\xa0 ""J’ai réceptionnés ces laptops lundi, et ils sont entreposé dans la salle 2N5, le lab ECS (ou il y’a les HSM secu, l’antennte 5G, les laptops de tests….).""&#60;/p&#62;', '&#60;p&#62;&#60;span contenteditable=""false"" data-user-mention=""true"" data-user-id=""1528""&#62;@OLOA Florent (1528)&#60;/span&#62;\xa0 Tu as plus de détails là dessus?&#60;/p&#62;', '&#60;p&#62;Lieu de stockage des pc ?&#60;/p&#62;\r\n&#60;p&#62;type de pc ?&#60;/p&#62;\r\n&#60;p&#62;stock glpi ?&#60;/p&#62;']";"";"";"";"";"1800";"2023-12-20 08:30:40";"";"0";"3";"3";""
"221185";"Problème de touche clavier qui se répète";"Root > Workplace > Loyco";"2023-12-07 08:44:38";"3";"2023-12-19 09:30:01";"frem";"6";"1";"";"Hardware > Provider portal > Keyboard Repating Key";"2019";"ECS_I_Support_Workplace";"";"";"";"2023-12-07 13:25:21";"&#60;p&#62;ajout problème + fichier excel&#60;/p&#62;";"";"";"";"";"1800";"2023-12-19 09:30:01";"";"0";"3";"3";""
"221194";"URGENT - problème d'écrans";"Root > Workplace > CCIH > 51.5/7 - Granges";"2023-12-07 09:41:10";"4";"2023-12-19 09:30:01";"frem";"6";"1";"1367";"Hardware > Peripheral";"2019";"ECS_I_Support_Workplace";"";"";"Silver_P1";"2023-12-07 11:53:41";"[""&#60;p&#62;call + mail + dépannage&#60;/p&#62;\r\n&#60;p&#62;L'utilisateur n'avait pas les écrans affichées correctement ni dans la bonne disposition.&#60;/p&#62;\r\n&#60;p&#62;malgré les nombreux tentatives de rétablir l' affichage cela n'était pas possible car un des écrans n'apparaissait pas dans la vdi.&#60;/p&#62;\r\n&#60;p&#62;Cela était du à une mauvaise connexion filaire du laptop.&#60;/p&#62;\r\n&#60;p&#62;\xa0&#60;/p&#62;\r\n&#60;p&#62;\xa0&#60;/p&#62;"", '&#60;p&#62;résolu je ferais un update et je vais créer une kb\xa0&#60;/p&#62;', '&#60;p&#62;&#60;a href=""/glpi/front/document.send.php?docid=81915&#38;itemtype=Ticket&#38;items_id=221194"" target=""_blank"" &#62;&#60;img alt=""18371655-b2d8e96f-657191ae0194a3.41632571"" width=""883"" src=""/glpi/front/document.send.php?docid=81915&#38;itemtype=Ticket&#38;items_id=221194"" /&#62;&#60;/a&#62;&#60;/p&#62;', '&#60;p&#62;call - non joignable\xa0&#60;/p&#62;']";"";"";"";"";"4500";"2023-12-19 09:30:01";"";"0";"4";"3";"2023-12-07 11:41:10"
"221751";"Unify admin shared mailbox";"Root > Workplace > Taurus Workplace";"2023-12-14 18:17:32";"3";"2023-12-18 15:35:08";"jdr@taurushq.com";"6";"2";"1346";"Office 365 > Exchange > Shared Mailbox";"2019";"ECS_I_Support_Workplace";"";"";"Silver_P2";"2023-12-18 13:41:57";"&#60;p&#62;création boite mail  + mail &#60;/p&#62;";"";"";"";"";"1800";"2023-12-18 15:35:08";"";"0";"3";"3";"2023-12-15 12:00:00"
"221718";"fichier Excell - not responding  ";"Root > Workplace > Loyco";"2023-12-14 14:10:28";"3";"2023-12-18 14:22:23";"frem";"6";"1";"";"Apps";"2019";"ECS_I_Support_Workplace";"";"";"Silver_P2";"2023-12-18 14:22:20";"&#60;p&#62;MAIL&#60;/p&#62;";"";"";"";"";"900";"2023-12-18 14:22:23";"";"0";"3";"3";"2023-12-15 08:10:28"
